,text,sentence,word,wordFreq,zipfFreq,surpGPT,word_length,wordId
1244,text_11_L2,3,than,4.68e-06,3.67,6.4074354,4,29
1245,text_11_L2,3,the,0.000417,5.62,4.8660145,3,30
1246,text_11_L2,3,pencils,1.29e-08,1.11,11.624252,7,31
1247,text_11_L2,3,we,2.75e-05,4.44,4.950699,2,32
1248,text_11_L2,3,use,5.25e-06,3.72,5.6452723,3,33
1249,text_11_L2,3,today.,3.63e-06,3.56,7.786811,6,34
1250,text_11_L2,4,Their,5.75e-06,3.76,15.782725,5,35
1251,text_11_L2,4,plan,7.41e-05,4.87,8.109049,4,36
1252,text_11_L2,4,involved,2e-07,2.3,15.284394,8,37
1253,text_11_L2,4,hollowing,0.0,0.0,19.10002,9,38
1254,text_11_L2,4,out,2.57e-05,4.41,14.306161,3,39
1255,text_11_L2,4,a,0.000603,5.78,0.9782336,1,40
1256,text_11_L2,4,stick,6.17e-06,3.79,8.577282,5,41
1257,text_11_L2,4,of,0.000282,5.45,1.4159266,2,42
1258,text_11_L2,4,wood,3.55e-06,3.55,7.991491,4,43
1259,text_11_L2,4,and,0.000166,5.22,5.3140726,3,44
1260,text_11_L2,4,inserting,0.0,0.0,15.417192,9,45
1261,text_11_L2,4,a,0.000603,5.78,4.601035,1,46
1262,text_11_L2,4,stick,6.17e-06,3.79,5.495308,5,47
1263,text_11_L2,4,of,0.000282,5.45,3.7553983,2,48
1264,text_11_L2,4,graphite,1.48e-07,2.17,9.183209,8,49
1265,text_11_L2,4,into,5.13e-06,3.71,4.115563,4,50
1266,text_11_L2,4,it.,8.51e-05,4.93,4.5256157,3,51
1267,text_11_L2,5,Shortly,3.8e-08,1.58,18.434952,7,52
1268,text_11_L2,5,"after,",8.13e-06,3.91,13.294291,6,53
1269,text_11_L2,5,a,0.000603,5.78,6.5709624,1,54
1270,text_11_L2,5,better,3.47e-06,3.54,7.6672845,6,55
1271,text_11_L2,5,technique,5.01e-07,2.7,12.060863,9,56
1272,text_11_L2,5,was,0.00309,6.49,5.0535927,3,57
1273,text_11_L2,5,discovered:,1.05e-07,2.02,11.470756,11,58
1274,text_11_L2,5,two,9.12e-06,3.96,10.149887,3,59
1275,text_11_L2,5,wooden,1.91e-07,2.28,13.980988,6,60
1276,text_11_L2,5,halves,1.66e-08,1.22,15.830631,6,61
1277,text_11_L2,5,were,4.68e-06,3.67,8.155696,4,62
1278,text_11_L2,5,"carved,",3.24e-08,1.51,16.696964,7,63
1279,text_11_L2,5,a,0.000603,5.78,5.84585,1,64
1280,text_11_L2,5,graphite,1.48e-07,2.17,14.145605,8,65
1281,text_11_L2,5,stick,6.17e-06,3.79,7.7287383,5,66
1282,text_11_L2,5,was,0.00309,6.49,0.82920915,3,67
1283,text_11_L2,5,"inserted,",1.86e-08,1.27,15.463159,9,68
1284,text_11_L2,5,and,0.000166,5.22,6.6985474,3,69
1285,text_11_L2,5,then,3.24e-06,3.51,4.252249,4,70
1286,text_11_L2,5,the,0.000417,5.62,7.782869,3,71
1287,text_11_L2,5,halves,1.66e-08,1.22,12.47675,6,72
1288,text_11_L2,5,were,4.68e-06,3.67,2.4901412,4,73
1289,text_11_L2,5,glued,0.0,0.0,17.474777,5,74
1290,text_11_L2,5,"together,",2.69e-06,3.43,11.672287,9,75
1291,text_11_L2,5,which,5.13e-06,3.71,6.0679727,5,76
1292,text_11_L2,5,is,0.000178,5.25,7.6718917,2,77
1293,text_11_L2,5,also,0.001,6.0,4.8549395,4,78
1294,text_11_L2,5,how,1.55e-05,4.19,5.76106,3,79
1295,text_11_L2,5,pencils,1.29e-08,1.11,16.78768,7,80
1296,text_11_L2,5,are,1.95e-05,4.29,3.1983266,3,81
1297,text_11_L2,5,currently,1.82e-07,2.26,7.9014416,9,82
1298,text_11_L2,5,made.,9.55e-06,3.98,4.332269,5,83
1299,text_11_L2,6,Although,2.88e-07,2.46,20.995708,8,84
1300,text_11_L2,6,many,2.57e-06,3.41,15.478139,4,85
1301,text_11_L2,6,people,1e-05,4.0,4.0293303,6,86
1302,text_11_L2,6,refer,1.91e-07,2.28,10.991301,5,87
1303,text_11_L2,6,to,0.000148,5.17,4.4868383,2,88
1304,text_11_L2,6,the,0.000417,5.62,4.0166864,3,89
1305,text_11_L2,6,graphite,1.48e-07,2.17,12.509568,8,90
1306,text_11_L2,6,inside,3.98e-06,3.6,9.6093235,6,91
1307,text_11_L2,6,pencils,1.29e-08,1.11,14.848895,7,92
1308,text_11_L2,6,as,3.72e-05,4.57,1.5298249,2,93
1309,text_11_L2,6,"“lead”,",2.19e-06,3.34,21.89122,7,94
1310,text_11_L2,6,they,6.76e-06,3.83,7.736452,4,95
1311,text_11_L2,6,have,1.38e-05,4.14,8.314072,4,96
1312,text_11_L2,6,always,2.82e-06,3.45,6.2169533,6,97
1313,text_11_L2,6,been,4.07e-06,3.61,2.6090434,4,98
1314,text_11_L2,6,made,9.55e-06,3.98,5.1839194,4,99
1315,text_11_L2,6,with,3.8e-05,4.58,0.048182536,4,100
1316,text_11_L2,6,graphite;,1.48e-07,2.17,6.61394,9,101
1317,text_11_L2,6,"however,",6.03e-07,2.78,9.445504,8,102
1318,text_11_L2,6,the,0.000417,5.62,6.8081055,3,103
1319,text_11_L2,6,paint,1.32e-06,3.12,6.9554825,5,104
1320,text_11_L2,6,on,8.91e-05,4.95,5.584309,2,105
1321,text_11_L2,6,the,0.000417,5.62,4.1002626,3,106
1322,text_11_L2,6,wood,3.55e-06,3.55,8.99176,4,107
1323,text_11_L2,6,that,3.63e-05,4.56,4.7050343,4,108
1324,text_11_L2,6,surrounded,5.01e-08,1.7,15.63128,10,109
1325,text_11_L2,6,the,0.000417,5.62,0.7041715,3,110
1326,text_11_L2,6,graphite,1.48e-07,2.17,5.014958,8,111
1327,text_11_L2,6,"was,",0.00309,6.49,10.967211,4,112
1328,text_11_L2,6,at,4.68e-05,4.67,5.105799,2,113
1329,text_11_L2,6,one,4.47e-05,4.65,3.0633228,3,114
1330,text_11_L2,6,"time,",2.34e-05,4.37,4.693792,5,115
1331,text_11_L2,6,lead-based.,1.23e-06,3.09,20.342731,11,116
1332,text_11_L2,1,The,0.000417,5.62,7.504465,3,1
1333,text_11_L2,1,pencil,2.04e-07,2.31,12.931834,6,2
1334,text_11_L2,1,is,0.000178,5.25,2.1703768,2,3
1335,text_11_L2,1,a,0.000603,5.78,3.1826131,1,4
1336,text_11_L2,1,modern-day,9.59e-06,3.98,23.16376,10,5
1337,text_11_L2,1,version,6.46e-05,4.81,9.211974,7,6
1338,text_11_L2,1,of,0.000282,5.45,5.41337,2,7
1339,text_11_L2,1,a,0.000603,5.78,8.538415,1,8
1340,text_11_L2,1,centuries-old,1.87e-07,2.27,23.692928,13,9
1341,text_11_L2,1,writing,1.32e-06,3.12,8.141637,7,10
1342,text_11_L2,1,implement.,3.72e-08,1.57,13.054245,10,11
1343,text_11_L2,2,Around,3.16e-06,3.5,13.377901,6,12
1344,text_11_L2,2,"1560,",1.39e-07,2.14,20.576183,5,13
1345,text_11_L2,2,an,0.0049,6.69,10.978595,2,14
1346,text_11_L2,2,Italian,7.59e-07,2.88,13.793267,7,15
1347,text_11_L2,2,couple,6.17e-07,2.79,12.476692,6,16
1348,text_11_L2,2,designed,7.76e-07,2.89,11.051199,8,17
1349,text_11_L2,2,the,0.000417,5.62,12.020738,3,18
1350,text_11_L2,2,"modern,",1.74e-05,4.24,9.834833,7,19
1351,text_11_L2,2,wood-encased,0.0,0.0,35.065918,12,20
1352,text_11_L2,2,pencil.,2.04e-07,2.31,8.469439,7,21
1353,text_11_L2,3,Their,5.75e-06,3.76,15.782725,5,22
1354,text_11_L2,3,creation,7.41e-07,2.87,12.372763,8,23
1355,text_11_L2,3,was,0.00309,6.49,1.7469438,3,24
1356,text_11_L2,3,flatter,1.86e-07,2.27,12.612382,7,25
1357,text_11_L2,3,and,0.000166,5.22,4.313753,3,26
1358,text_11_L2,3,more,1.78e-05,4.25,2.8818767,4,27
1359,text_11_L2,3,compact,3.16e-06,3.5,13.403139,7,28
1360,text_11_L2,3,than,4.68e-06,3.67,6.4074354,4,29
1361,text_11_L2,3,the,0.000417,5.62,4.8660145,3,30
1362,text_11_L2,3,pencils,1.29e-08,1.11,11.624252,7,31
1363,text_11_L2,3,we,2.75e-05,4.44,4.950699,2,32
1364,text_11_L2,3,use,5.25e-06,3.72,5.6452723,3,33
1365,text_11_L2,3,today.,3.63e-06,3.56,7.786811,6,34
1366,text_11_L2,4,Their,5.75e-06,3.76,15.782725,5,35
1367,text_11_L2,4,plan,7.41e-05,4.87,8.109049,4,36
1368,text_11_L2,4,involved,2e-07,2.3,15.284394,8,37
1369,text_11_L2,4,hollowing,0.0,0.0,19.10002,9,38
1370,text_11_L2,4,out,2.57e-05,4.41,14.306161,3,39
1371,text_11_L2,4,a,0.000603,5.78,0.9782336,1,40
1372,text_11_L2,4,stick,6.17e-06,3.79,8.577282,5,41
1373,text_11_L2,4,of,0.000282,5.45,1.4159266,2,42
1374,text_11_L2,4,wood,3.55e-06,3.55,7.991491,4,43
1375,text_11_L2,4,and,0.000166,5.22,5.3140726,3,44
1376,text_11_L2,4,inserting,0.0,0.0,15.417192,9,45
1377,text_11_L2,4,a,0.000603,5.78,4.601035,1,46
1378,text_11_L2,4,stick,6.17e-06,3.79,5.495308,5,47
1379,text_11_L2,4,of,0.000282,5.45,3.7553983,2,48
1380,text_11_L2,4,graphite,1.48e-07,2.17,9.183209,8,49
1381,text_11_L2,4,into,5.13e-06,3.71,4.115563,4,50
1382,text_11_L2,4,it.,8.51e-05,4.93,4.5256157,3,51
1383,text_11_L2,5,Shortly,3.8e-08,1.58,18.434952,7,52
1384,text_11_L2,5,"after,",8.13e-06,3.91,13.294291,6,53
1385,text_11_L2,5,a,0.000603,5.78,6.5709624,1,54
1386,text_11_L2,5,better,3.47e-06,3.54,7.6672845,6,55
1387,text_11_L2,5,technique,5.01e-07,2.7,12.060863,9,56
1388,text_11_L2,5,was,0.00309,6.49,5.0535927,3,57
1389,text_11_L2,5,discovered:,1.05e-07,2.02,11.470756,11,58
1390,text_11_L2,5,two,9.12e-06,3.96,10.149887,3,59
1391,text_11_L2,5,wooden,1.91e-07,2.28,13.980988,6,60
1392,text_11_L2,5,halves,1.66e-08,1.22,15.830631,6,61
1393,text_11_L2,5,were,4.68e-06,3.67,8.155696,4,62
1394,text_11_L2,5,"carved,",3.24e-08,1.51,16.696964,7,63
1395,text_11_L2,5,a,0.000603,5.78,5.84585,1,64
1396,text_11_L2,5,graphite,1.48e-07,2.17,14.145605,8,65
1397,text_11_L2,5,stick,6.17e-06,3.79,7.7287383,5,66
1398,text_11_L2,5,was,0.00309,6.49,0.82920915,3,67
1399,text_11_L2,5,"inserted,",1.86e-08,1.27,15.463159,9,68
1400,text_11_L2,5,and,0.000166,5.22,6.6985474,3,69
1401,text_11_L2,5,then,3.24e-06,3.51,4.252249,4,70
1402,text_11_L2,5,the,0.000417,5.62,7.782869,3,71
1403,text_11_L2,5,halves,1.66e-08,1.22,12.47675,6,72
1404,text_11_L2,5,were,4.68e-06,3.67,2.4901412,4,73
1405,text_11_L2,5,glued,0.0,0.0,17.474777,5,74
1406,text_11_L2,5,"together,",2.69e-06,3.43,11.672287,9,75
1407,text_11_L2,5,which,5.13e-06,3.71,6.0679727,5,76
1408,text_11_L2,5,is,0.000178,5.25,7.6718917,2,77
1409,text_11_L2,5,also,0.001,6.0,4.8549395,4,78
1410,text_11_L2,5,how,1.55e-05,4.19,5.76106,3,79
1411,text_11_L2,5,pencils,1.29e-08,1.11,16.78768,7,80
1412,text_11_L2,5,are,1.95e-05,4.29,3.1983266,3,81
1413,text_11_L2,5,currently,1.82e-07,2.26,7.9014416,9,82
1414,text_11_L2,5,made.,9.55e-06,3.98,4.332269,5,83
1415,text_11_L2,6,Although,2.88e-07,2.46,20.995708,8,84
1416,text_11_L2,6,many,2.57e-06,3.41,15.478139,4,85
1417,text_11_L2,6,people,1e-05,4.0,4.0293303,6,86
1418,text_11_L2,6,refer,1.91e-07,2.28,10.991301,5,87
1419,text_11_L2,6,to,0.000148,5.17,4.4868383,2,88
1420,text_11_L2,6,the,0.000417,5.62,4.0166864,3,89
1421,text_11_L2,6,graphite,1.48e-07,2.17,12.509568,8,90
1422,text_11_L2,6,inside,3.98e-06,3.6,9.6093235,6,91
1423,text_11_L2,6,pencils,1.29e-08,1.11,14.848895,7,92
1424,text_11_L2,6,as,3.72e-05,4.57,1.5298249,2,93
1425,text_11_L2,6,"“lead”,",2.19e-06,3.34,21.89122,7,94
1426,text_11_L2,6,they,6.76e-06,3.83,7.736452,4,95
1427,text_11_L2,6,have,1.38e-05,4.14,8.314072,4,96
1428,text_11_L2,6,always,2.82e-06,3.45,6.2169533,6,97
1429,text_11_L2,6,been,4.07e-06,3.61,2.6090434,4,98
1430,text_11_L2,6,made,9.55e-06,3.98,5.1839194,4,99
1431,text_11_L2,6,with,3.8e-05,4.58,0.048182536,4,100
1432,text_11_L2,6,graphite;,1.48e-07,2.17,6.61394,9,101
1433,text_11_L2,6,"however,",6.03e-07,2.78,9.445504,8,102
1434,text_11_L2,6,the,0.000417,5.62,6.8081055,3,103
1435,text_11_L2,6,paint,1.32e-06,3.12,6.9554825,5,104
1436,text_11_L2,6,on,8.91e-05,4.95,5.584309,2,105
1437,text_11_L2,6,the,0.000417,5.62,4.1002626,3,106
1438,text_11_L2,6,wood,3.55e-06,3.55,8.99176,4,107
1439,text_11_L2,6,that,3.63e-05,4.56,4.7050343,4,108
1440,text_11_L2,6,surrounded,5.01e-08,1.7,15.63128,10,109
1441,text_11_L2,6,the,0.000417,5.62,0.7041715,3,110
1442,text_11_L2,6,graphite,1.48e-07,2.17,5.014958,8,111
1443,text_11_L2,6,"was,",0.00309,6.49,10.967211,4,112
1444,text_11_L2,6,at,4.68e-05,4.67,5.105799,2,113
1445,text_11_L2,6,one,4.47e-05,4.65,3.0633228,3,114
1446,text_11_L2,6,"time,",2.34e-05,4.37,4.693792,5,115
1447,text_11_L2,6,lead-based.,1.23e-06,3.09,20.342731,11,116
1448,text_11_L2,1,The,0.000417,5.62,7.504465,3,1
1449,text_11_L2,1,pencil,2.04e-07,2.31,12.931834,6,2
1450,text_11_L2,1,is,0.000178,5.25,2.1703768,2,3
1451,text_11_L2,1,a,0.000603,5.78,3.1826131,1,4
1452,text_11_L2,1,modern-day,9.59e-06,3.98,23.16376,10,5
1453,text_11_L2,1,version,6.46e-05,4.81,9.211974,7,6
1454,text_11_L2,1,of,0.000282,5.45,5.41337,2,7
1455,text_11_L2,1,a,0.000603,5.78,8.538415,1,8
1456,text_11_L2,1,centuries-old,1.87e-07,2.27,23.692928,13,9
1457,text_11_L2,1,writing,1.32e-06,3.12,8.141637,7,10
1458,text_11_L2,1,implement.,3.72e-08,1.57,13.054245,10,11
1459,text_11_L2,2,Around,3.16e-06,3.5,13.377901,6,12
1460,text_11_L2,2,"1560,",1.39e-07,2.14,20.576183,5,13
1461,text_11_L2,2,an,0.0049,6.69,10.978595,2,14
1462,text_11_L2,2,Italian,7.59e-07,2.88,13.793267,7,15
1463,text_11_L2,2,couple,6.17e-07,2.79,12.476692,6,16
1464,text_11_L2,2,designed,7.76e-07,2.89,11.051199,8,17
1465,text_11_L2,2,the,0.000417,5.62,12.020738,3,18
1466,text_11_L2,2,"modern,",1.74e-05,4.24,9.834833,7,19
1467,text_11_L2,2,wood-encased,0.0,0.0,35.065918,12,20
1468,text_11_L2,2,pencil.,2.04e-07,2.31,8.469439,7,21
1469,text_11_L2,3,Their,5.75e-06,3.76,15.782725,5,22
1470,text_11_L2,3,creation,7.41e-07,2.87,12.372763,8,23
1471,text_11_L2,3,was,0.00309,6.49,1.7469438,3,24
1472,text_11_L2,3,flatter,1.86e-07,2.27,12.612382,7,25
1473,text_11_L2,3,and,0.000166,5.22,4.313753,3,26
1474,text_11_L2,3,more,1.78e-05,4.25,2.8818767,4,27
1475,text_11_L2,3,compact,3.16e-06,3.5,13.403139,7,28
1476,text_11_L2,3,than,4.68e-06,3.67,6.4074354,4,29
1477,text_11_L2,3,the,0.000417,5.62,4.8660145,3,30
1478,text_11_L2,3,pencils,1.29e-08,1.11,11.624252,7,31
1479,text_11_L2,3,we,2.75e-05,4.44,4.950699,2,32
1480,text_11_L2,3,use,5.25e-06,3.72,5.6452723,3,33
1481,text_11_L2,3,today.,3.63e-06,3.56,7.786811,6,34
1482,text_11_L2,4,Their,5.75e-06,3.76,15.782725,5,35
1483,text_11_L2,4,plan,7.41e-05,4.87,8.109049,4,36
1484,text_11_L2,4,involved,2e-07,2.3,15.284394,8,37
1485,text_11_L2,4,hollowing,0.0,0.0,19.10002,9,38
1486,text_11_L2,4,out,2.57e-05,4.41,14.306161,3,39
1487,text_11_L2,4,a,0.000603,5.78,0.9782336,1,40
1488,text_11_L2,4,stick,6.17e-06,3.79,8.577282,5,41
1489,text_11_L2,4,of,0.000282,5.45,1.4159266,2,42
1490,text_11_L2,4,wood,3.55e-06,3.55,7.991491,4,43
1491,text_11_L2,4,and,0.000166,5.22,5.3140726,3,44
1492,text_11_L2,4,inserting,0.0,0.0,15.417192,9,45
1493,text_11_L2,4,a,0.000603,5.78,4.601035,1,46
1494,text_11_L2,4,stick,6.17e-06,3.79,5.495308,5,47
1495,text_11_L2,4,of,0.000282,5.45,3.7553983,2,48
1496,text_11_L2,4,graphite,1.48e-07,2.17,9.183209,8,49
1497,text_11_L2,4,into,5.13e-06,3.71,4.115563,4,50
1498,text_11_L2,4,it.,8.51e-05,4.93,4.5256157,3,51
1499,text_11_L2,5,Shortly,3.8e-08,1.58,18.434952,7,52
1500,text_11_L2,5,"after,",8.13e-06,3.91,13.294291,6,53
1501,text_11_L2,5,a,0.000603,5.78,6.5709624,1,54
1502,text_11_L2,5,better,3.47e-06,3.54,7.6672845,6,55
1503,text_11_L2,5,technique,5.01e-07,2.7,12.060863,9,56
1504,text_11_L2,5,was,0.00309,6.49,5.0535927,3,57
1505,text_11_L2,5,discovered:,1.05e-07,2.02,11.470756,11,58
1506,text_11_L2,5,two,9.12e-06,3.96,10.149887,3,59
1507,text_11_L2,5,wooden,1.91e-07,2.28,13.980988,6,60
1508,text_11_L2,5,halves,1.66e-08,1.22,15.830631,6,61
1509,text_11_L2,5,were,4.68e-06,3.67,8.155696,4,62
1510,text_11_L2,5,"carved,",3.24e-08,1.51,16.696964,7,63
1511,text_11_L2,5,a,0.000603,5.78,5.84585,1,64
1512,text_11_L2,5,graphite,1.48e-07,2.17,14.145605,8,65
1513,text_11_L2,5,stick,6.17e-06,3.79,7.7287383,5,66
1514,text_11_L2,5,was,0.00309,6.49,0.82920915,3,67
1515,text_11_L2,5,"inserted,",1.86e-08,1.27,15.463159,9,68
1516,text_11_L2,5,and,0.000166,5.22,6.6985474,3,69
1517,text_11_L2,5,then,3.24e-06,3.51,4.252249,4,70
1518,text_11_L2,5,the,0.000417,5.62,7.782869,3,71
1519,text_11_L2,5,halves,1.66e-08,1.22,12.47675,6,72
1520,text_11_L2,5,were,4.68e-06,3.67,2.4901412,4,73
1521,text_11_L2,5,glued,0.0,0.0,17.474777,5,74
1522,text_11_L2,5,"together,",2.69e-06,3.43,11.672287,9,75
1523,text_11_L2,5,which,5.13e-06,3.71,6.0679727,5,76
1524,text_11_L2,5,is,0.000178,5.25,7.6718917,2,77
1525,text_11_L2,5,also,0.001,6.0,4.8549395,4,78
1526,text_11_L2,5,how,1.55e-05,4.19,5.76106,3,79
1527,text_11_L2,5,pencils,1.29e-08,1.11,16.78768,7,80
1528,text_11_L2,5,are,1.95e-05,4.29,3.1983266,3,81
1529,text_11_L2,5,currently,1.82e-07,2.26,7.9014416,9,82
1530,text_11_L2,5,made.,9.55e-06,3.98,4.332269,5,83
1531,text_11_L2,6,Although,2.88e-07,2.46,20.995708,8,84
1532,text_11_L2,6,many,2.57e-06,3.41,15.478139,4,85
1533,text_11_L2,6,people,1e-05,4.0,4.0293303,6,86
1534,text_11_L2,6,refer,1.91e-07,2.28,10.991301,5,87
1535,text_11_L2,6,to,0.000148,5.17,4.4868383,2,88
1536,text_11_L2,6,the,0.000417,5.62,4.0166864,3,89
1537,text_11_L2,6,graphite,1.48e-07,2.17,12.509568,8,90
1538,text_11_L2,6,inside,3.98e-06,3.6,9.6093235,6,91
1539,text_11_L2,6,pencils,1.29e-08,1.11,14.848895,7,92
1540,text_11_L2,6,as,3.72e-05,4.57,1.5298249,2,93
1541,text_11_L2,6,"“lead”,",2.19e-06,3.34,21.89122,7,94
1542,text_11_L2,6,they,6.76e-06,3.83,7.736452,4,95
1543,text_11_L2,6,have,1.38e-05,4.14,8.314072,4,96
1544,text_11_L2,6,always,2.82e-06,3.45,6.2169533,6,97
1545,text_11_L2,6,been,4.07e-06,3.61,2.6090434,4,98
1546,text_11_L2,6,made,9.55e-06,3.98,5.1839194,4,99
1547,text_11_L2,6,with,3.8e-05,4.58,0.048182536,4,100
1548,text_11_L2,6,graphite;,1.48e-07,2.17,6.61394,9,101
1549,text_11_L2,6,"however,",6.03e-07,2.78,9.445504,8,102
1550,text_11_L2,6,the,0.000417,5.62,6.8081055,3,103
1551,text_11_L2,6,paint,1.32e-06,3.12,6.9554825,5,104
1552,text_11_L2,6,on,8.91e-05,4.95,5.584309,2,105
1553,text_11_L2,6,the,0.000417,5.62,4.1002626,3,106
1554,text_11_L2,6,wood,3.55e-06,3.55,8.99176,4,107
1555,text_11_L2,6,that,3.63e-05,4.56,4.7050343,4,108
1556,text_11_L2,6,surrounded,5.01e-08,1.7,15.63128,10,109
1557,text_11_L2,6,the,0.000417,5.62,0.7041715,3,110
1558,text_11_L2,6,graphite,1.48e-07,2.17,5.014958,8,111
1559,text_11_L2,6,"was,",0.00309,6.49,10.967211,4,112
1560,text_11_L2,6,at,4.68e-05,4.67,5.105799,2,113
1561,text_11_L2,6,one,4.47e-05,4.65,3.0633228,3,114
1562,text_11_L2,6,"time,",2.34e-05,4.37,4.693792,5,115
1563,text_11_L2,6,lead-based.,1.23e-06,3.09,20.342731,11,116
1564,text_11_L2,1,The,0.000417,5.62,7.504465,3,1
1565,text_11_L2,1,pencil,2.04e-07,2.31,12.931834,6,2
1566,text_11_L2,1,is,0.000178,5.25,2.1703768,2,3
1567,text_11_L2,1,a,0.000603,5.78,3.1826131,1,4
1568,text_11_L2,1,modern-day,9.59e-06,3.98,23.16376,10,5
1569,text_11_L2,1,version,6.46e-05,4.81,9.211974,7,6
1570,text_11_L2,1,of,0.000282,5.45,5.41337,2,7
1571,text_11_L2,1,a,0.000603,5.78,8.538415,1,8
1572,text_11_L2,1,centuries-old,1.87e-07,2.27,23.692928,13,9
1573,text_11_L2,1,writing,1.32e-06,3.12,8.141637,7,10
1574,text_11_L2,1,implement.,3.72e-08,1.57,13.054245,10,11
1575,text_11_L2,2,Around,3.16e-06,3.5,13.377901,6,12
1576,text_11_L2,2,"1560,",1.39e-07,2.14,20.576183,5,13
1577,text_11_L2,2,an,0.0049,6.69,10.978595,2,14
1578,text_11_L2,2,Italian,7.59e-07,2.88,13.793267,7,15
1579,text_11_L2,2,couple,6.17e-07,2.79,12.476692,6,16
1580,text_11_L2,2,designed,7.76e-07,2.89,11.051199,8,17
1581,text_11_L2,2,the,0.000417,5.62,12.020738,3,18
1582,text_11_L2,2,"modern,",1.74e-05,4.24,9.834833,7,19
1583,text_11_L2,2,wood-encased,0.0,0.0,35.065918,12,20
1584,text_11_L2,2,pencil.,2.04e-07,2.31,8.469439,7,21
1585,text_11_L2,3,Their,5.75e-06,3.76,15.782725,5,22
1586,text_11_L2,3,creation,7.41e-07,2.87,12.372763,8,23
1587,text_11_L2,3,was,0.00309,6.49,1.7469438,3,24
1588,text_11_L2,3,flatter,1.86e-07,2.27,12.612382,7,25
1589,text_11_L2,3,and,0.000166,5.22,4.313753,3,26
1590,text_11_L2,3,more,1.78e-05,4.25,2.8818767,4,27
1591,text_11_L2,3,compact,3.16e-06,3.5,13.403139,7,28
1592,text_11_L2,3,than,4.68e-06,3.67,6.4074354,4,29
1593,text_11_L2,3,the,0.000417,5.62,4.8660145,3,30
1594,text_11_L2,3,pencils,1.29e-08,1.11,11.624252,7,31
1595,text_11_L2,3,we,2.75e-05,4.44,4.950699,2,32
1596,text_11_L2,3,use,5.25e-06,3.72,5.6452723,3,33
1597,text_11_L2,3,today.,3.63e-06,3.56,7.786811,6,34
1598,text_11_L2,4,Their,5.75e-06,3.76,15.782725,5,35
1599,text_11_L2,4,plan,7.41e-05,4.87,8.109049,4,36
1600,text_11_L2,4,involved,2e-07,2.3,15.284394,8,37
1601,text_11_L2,4,hollowing,0.0,0.0,19.10002,9,38
1602,text_11_L2,4,out,2.57e-05,4.41,14.306161,3,39
1603,text_11_L2,4,a,0.000603,5.78,0.9782336,1,40
1604,text_11_L2,4,stick,6.17e-06,3.79,8.577282,5,41
1605,text_11_L2,4,of,0.000282,5.45,1.4159266,2,42
1606,text_11_L2,4,wood,3.55e-06,3.55,7.991491,4,43
1607,text_11_L2,4,and,0.000166,5.22,5.3140726,3,44
1608,text_11_L2,4,inserting,0.0,0.0,15.417192,9,45
1609,text_11_L2,4,a,0.000603,5.78,4.601035,1,46
1610,text_11_L2,4,stick,6.17e-06,3.79,5.495308,5,47
1611,text_11_L2,4,of,0.000282,5.45,3.7553983,2,48
1612,text_11_L2,4,graphite,1.48e-07,2.17,9.183209,8,49
1613,text_11_L2,4,into,5.13e-06,3.71,4.115563,4,50
1614,text_11_L2,4,it.,8.51e-05,4.93,4.5256157,3,51
1615,text_11_L2,5,Shortly,3.8e-08,1.58,18.434952,7,52
1616,text_11_L2,5,"after,",8.13e-06,3.91,13.294291,6,53
1617,text_11_L2,5,a,0.000603,5.78,6.5709624,1,54
1618,text_11_L2,5,better,3.47e-06,3.54,7.6672845,6,55
1619,text_11_L2,5,technique,5.01e-07,2.7,12.060863,9,56
1620,text_11_L2,5,was,0.00309,6.49,5.0535927,3,57
1621,text_11_L2,5,discovered:,1.05e-07,2.02,11.470756,11,58
1622,text_11_L2,5,two,9.12e-06,3.96,10.149887,3,59
1623,text_11_L2,5,wooden,1.91e-07,2.28,13.980988,6,60
1624,text_11_L2,5,halves,1.66e-08,1.22,15.830631,6,61
1625,text_11_L2,5,were,4.68e-06,3.67,8.155696,4,62
1626,text_11_L2,5,"carved,",3.24e-08,1.51,16.696964,7,63
1627,text_11_L2,5,a,0.000603,5.78,5.84585,1,64
1628,text_11_L2,5,graphite,1.48e-07,2.17,14.145605,8,65
1629,text_11_L2,5,stick,6.17e-06,3.79,7.7287383,5,66
1630,text_11_L2,5,was,0.00309,6.49,0.82920915,3,67
1631,text_11_L2,5,"inserted,",1.86e-08,1.27,15.463159,9,68
1632,text_11_L2,5,and,0.000166,5.22,6.6985474,3,69
1633,text_11_L2,5,then,3.24e-06,3.51,4.252249,4,70
1634,text_11_L2,5,the,0.000417,5.62,7.782869,3,71
1635,text_11_L2,5,halves,1.66e-08,1.22,12.47675,6,72
1636,text_11_L2,5,were,4.68e-06,3.67,2.4901412,4,73
1637,text_11_L2,5,glued,0.0,0.0,17.474777,5,74
1638,text_11_L2,5,"together,",2.69e-06,3.43,11.672287,9,75
1639,text_11_L2,5,which,5.13e-06,3.71,6.0679727,5,76
1640,text_11_L2,5,is,0.000178,5.25,7.6718917,2,77
1641,text_11_L2,5,also,0.001,6.0,4.8549395,4,78
1642,text_11_L2,5,how,1.55e-05,4.19,5.76106,3,79
1643,text_11_L2,5,pencils,1.29e-08,1.11,16.78768,7,80
1644,text_11_L2,5,are,1.95e-05,4.29,3.1983266,3,81
1645,text_11_L2,5,currently,1.82e-07,2.26,7.9014416,9,82
1646,text_11_L2,5,made.,9.55e-06,3.98,4.332269,5,83
